target_gene,ensembl_id,peak_condition,direction,abs_emp_z,peak_signed_score,genetics_autoimmune,autoimmune_ot_score,ot_autoimmune_disease,ot_top_disease,ot_top_score,lof_bin,lof_constrained,mis_z,genetics_tier
AASDHPPT,ENSG00000149313,Rest,brake_agonize,3.7388234,0.64366406,0.0,0.0,,,,,False,,none
ABAT,ENSG00000183044,Stim48hr,driver_antagonize,3.3064237,-0.48731497,0.0,0.0,,,,,False,,none
ABCC1,ENSG00000103222,Rest,brake_agonize,3.2314122,0.6207878,0.0,0.0,,,,,False,,none
ABCC4,ENSG00000125257,Stim48hr,driver_antagonize,5.489015,-0.8468881,0.0,0.0,,,,,False,,none
ABCD2,ENSG00000173208,Rest,brake_agonize,6.5407047,0.81487423,0.0,0.0,,,,,False,,none
ABHD14A,ENSG00000248487,Stim8hr,brake_agonize,3.4053085,0.51216847,0.0,0.0,,,,,False,,none
ABHD14B,ENSG00000114779,Rest,brake_agonize,3.3366547,0.43774247,0.0,0.0,,,,,False,,none
ABI1,ENSG00000136754,Rest,driver_antagonize,3.5690067,-0.55979174,0.0,0.0,,,,,False,,none
ABI2,ENSG00000138443,Rest,driver_antagonize,3.074086,-0.49303207,0.0,0.0,,,,,False,,none
ABL2,ENSG00000143322,Stim48hr,driver_antagonize,2.8970263,-0.43057927,0.1954376435163154,0.1954376435163154,,,,,False,,weak
ABRAXAS2,ENSG00000165660,Stim48hr,driver_antagonize,4.0703425,-0.5539669,0.0,0.0,,,,,False,,none
ABTB3,ENSG00000151136,Rest,driver_antagonize,4.459844,-0.68882495,0.0,0.0,,,,,False,,none
ACAD11,ENSG00000240303,Stim8hr,brake_agonize,6.974614,1.314516,0.0,0.0,,neurodegenerative disease,0.539,5.0,False,0.7762399911880493,none
ACAD8,ENSG00000151498,Rest,brake_agonize,3.5760403,0.46918574,0.0,0.0,,,,,False,,none
ACADS,ENSG00000122971,Stim8hr,driver_antagonize,2.8406641,-0.48273778,0.0,0.0,,,,,False,,none
ACAP1,ENSG00000072818,Stim8hr,brake_agonize,4.267295,0.6746784,0.5157501981490205,0.5157501981490205,type 1 diabetes mellitus,hypothyroidism,0.451,1.0,True,2.9491000175476074,strong
ACAP2,ENSG00000114331,Stim8hr,driver_antagonize,3.1577268,-0.479665,0.0,0.0,,,,,False,,none
ACAP3,ENSG00000131584,Rest,brake_agonize,4.632612,0.62800246,0.0,0.0,,,,,False,,none
ACER3,ENSG00000078124,Stim8hr,driver_antagonize,4.9761925,-0.6708639,0.0,0.0,,,,,False,,none
ACSL4,ENSG00000068366,Stim8hr,driver_antagonize,3.1522725,-0.4995171,0.0,0.0,,,,,False,,none
ACSS2,ENSG00000131069,Stim8hr,driver_antagonize,2.8915694,-0.3462657,0.0,0.0,,,,,False,,none
ACTG1,ENSG00000184009,Stim48hr,driver_antagonize,3.8030694,-0.50343883,0.0,0.0,,,,,False,,none
ACVR1C,ENSG00000123612,Rest,brake_agonize,4.144419,0.56752354,0.0,0.0,,,,,False,,none
ADA2,ENSG00000093072,Stim8hr,driver_antagonize,2.78685,-0.3952779,0.7789113344398895,0.7789113344398895,,,,,False,,strong
ADAM17,ENSG00000151694,Rest,driver_antagonize,3.544788,-0.50324315,0.8453189568483129,0.8453189568483129,neonatal inflammatory skin and bowel disease,neonatal inflammatory skin and bowel disease,0.765,1.0,True,2.575900077819824,strong
ADAM19,ENSG00000135074,Stim48hr,brake_agonize,5.641377,1.1934618,0.5360646323560373,0.5360646323560373,asthma,coronary artery disorder,0.423,3.0,False,1.5181000232696533,strong
ADAM22,ENSG00000008277,Stim48hr,driver_antagonize,3.2312434,-0.49287176,0.0,0.0,,,,,False,,none
ADAM8,ENSG00000151651,Stim8hr,driver_antagonize,2.9605687,-0.48061767,0.0,0.0,,,,,False,,none
ADAMTS10,ENSG00000142303,Rest,brake_agonize,3.1888416,0.4171987,0.0,0.0,,,,,False,,none
ADAT1,ENSG00000065457,Stim8hr,driver_antagonize,3.421679,-0.56538284,0.0,0.0,,,,,False,,none
ADD1,ENSG00000087274,Stim48hr,brake_agonize,3.0512044,0.42808005,0.0,0.0,,,,,False,,none
ADGRG5,ENSG00000159618,Stim48hr,driver_antagonize,5.418591,-0.8456829,0.164,0.1168274536271532,Hashimoto thyroiditis,hypothyroidism,0.371,4.0,False,0.6475600004196167,weak
ADH5,ENSG00000197894,Stim8hr,driver_antagonize,3.820341,-0.48954985,0.0,0.0,,,,,False,,none
ADHFE1,ENSG00000147576,Stim48hr,driver_antagonize,3.4570017,-0.58836037,0.0,0.0,,,,,False,,none
ADI1,ENSG00000182551,Stim8hr,driver_antagonize,2.9489245,-0.44495583,0.0,0.0,,,,,False,,none
ADIPOR2,ENSG00000006831,Stim8hr,brake_agonize,4.093002,0.5143702,0.0,0.0,,,,,False,,none
ADPRS,ENSG00000116863,Stim8hr,driver_antagonize,2.7873223,-0.41492283,0.0,0.0,,,,,False,,none
AEN,ENSG00000181026,Stim48hr,driver_antagonize,2.907893,-0.45187458,0.4930548782414778,0.4930548782414778,,,,,False,,moderate
AFAP1L2,ENSG00000169129,Stim48hr,driver_antagonize,4.0447097,-0.690063,0.0,0.0,,,,,False,,none
AFDN,ENSG00000130396,Stim8hr,driver_antagonize,3.0833874,-0.38693783,0.0,0.0,,,,,False,,none
AFF4,ENSG00000072364,Rest,driver_antagonize,4.3606415,-0.6701897,0.0,0.0,,,,,False,,none
AFTPH,ENSG00000119844,Stim8hr,brake_agonize,3.9253018,0.6441516,0.0,0.0,,,,,False,,none
AGFG2,ENSG00000106351,Stim8hr,brake_agonize,3.0053008,0.3610221,0.0,0.0,,,,,False,,none
AGMAT,ENSG00000116771,Stim48hr,driver_antagonize,3.12821,-0.51748013,0.0,0.0,,,,,False,,none
AGO1,ENSG00000092847,Stim48hr,driver_antagonize,2.934779,-0.4584681,0.5861001597873573,0.5861001597873573,,,,,False,,strong
AGPAT2,ENSG00000169692,Stim8hr,driver_antagonize,3.3487744,-0.3820465,0.2998496174041888,0.2998496174041888,,,,,False,,moderate
AHCYL1,ENSG00000168710,Stim8hr,brake_agonize,4.40324,0.650276,0.0,0.0,,,,,False,,none
AHNAK,ENSG00000124942,Rest,brake_agonize,3.1332803,0.5077341,0.0,0.0,,,,,False,,none
AHRR,ENSG00000063438,Stim8hr,brake_agonize,3.916216,0.5448373,0.0,0.0,,,,,False,,none
AIMP1,ENSG00000164022,Stim48hr,brake_agonize,3.3117902,0.60226864,0.4690290989006968,0.4690290989006968,,,,,False,,moderate
AIMP2,ENSG00000106305,Stim8hr,brake_agonize,4.0007906,0.61860526,0.0,0.0,,,,,False,,none
AIRIM,ENSG00000116922,Stim8hr,driver_antagonize,3.6491034,-0.63150734,0.0,0.0,,,,,False,,none
AKAP1,ENSG00000121057,Stim48hr,brake_agonize,2.9691179,0.3813741,0.0,0.0,,,,,False,,none
AKAP10,ENSG00000108599,Rest,brake_agonize,3.2404423,0.52750874,0.0,0.0,,,,,False,,none
AKAP5,ENSG00000179841,Stim8hr,driver_antagonize,5.0579095,-0.7051212,0.0,0.0,,,,,False,,none
AKR1A1,ENSG00000117448,Stim8hr,driver_antagonize,3.5035958,-0.5225533,0.0,0.0,,,,,False,,none
AKR1B1,ENSG00000085662,Stim8hr,brake_agonize,3.2094364,0.5328932,0.0,0.0,,,,,False,,none
AKR1C3,ENSG00000196139,Rest,brake_agonize,5.4973702,0.8116131,0.0,0.0,,,,,False,,none
AKR1E2,ENSG00000165568,Stim8hr,driver_antagonize,3.4674764,-0.5361088,0.0,0.0,,,,,False,,none
AKR7A2,ENSG00000053371,Stim8hr,driver_antagonize,2.9621933,-0.45375136,0.0,0.0,,,,,False,,none
ALAS1,ENSG00000023330,Stim8hr,driver_antagonize,2.7944677,-0.36324057,0.1151919901410733,0.1151919901410733,,,,,False,,weak
ALG3,ENSG00000214160,Stim8hr,driver_antagonize,2.8463469,-0.39336267,0.0,0.0,,,,,False,,none
ALG8,ENSG00000159063,Stim8hr,driver_antagonize,3.6482654,-0.66587013,0.0,0.0,,,,,False,,none
ALKBH1,ENSG00000100601,Stim8hr,driver_antagonize,2.7852736,-0.52667487,0.0,0.0,,,,,False,,none
ALKBH3,ENSG00000166199,Stim8hr,driver_antagonize,2.7733843,-0.39807045,0.0,0.0,,,,,False,,none
ALKBH7,ENSG00000125652,Stim48hr,driver_antagonize,3.6822116,-0.57799476,0.0,0.0,,,,,False,,none
AMDHD1,ENSG00000139344,Stim48hr,driver_antagonize,4.0325003,-0.5601935,0.0,0.0,,,,,False,,none
ANAPC10,ENSG00000164162,Stim48hr,driver_antagonize,3.9015355,-0.6889045,0.0,0.0,,,,,False,,none
ANAPC11,ENSG00000141552,Stim48hr,brake_agonize,3.8661478,0.62549216,0.0,0.0,,,,,False,,none
ANAPC16,ENSG00000166295,Stim8hr,brake_agonize,2.8940673,0.38769546,0.0,0.0,,,,,False,,none
ANAPC7,ENSG00000196510,Rest,driver_antagonize,3.3385375,-0.4676073,0.0,0.0,,,,,False,,none
ANGPTL6,ENSG00000130812,Rest,brake_agonize,3.8982837,0.5260114,0.2299949478957663,0.2299949478957663,,Familial cerebral saccular aneurysm,0.37,7.0,False,-1.7503000497817993,weak
ANKAR,ENSG00000151687,Rest,brake_agonize,5.5160065,1.166881,0.0,0.0,,,,,False,,none
ANKH,ENSG00000154122,Stim48hr,driver_antagonize,3.4998317,-0.58003455,0.0,0.0,,,,,False,,none
ANKMY2,ENSG00000106524,Stim8hr,driver_antagonize,3.5616503,-0.54055226,0.0,0.0,,,,,False,,none
ANKRD11,ENSG00000167522,Stim8hr,brake_agonize,3.419377,0.5598962,0.0,0.0,,,,,False,,none
ANKRD28,ENSG00000206560,Stim8hr,driver_antagonize,2.7356944,-0.43627036,0.4651167903707284,0.4651167903707284,,,,,False,,moderate
ANKRD31,ENSG00000145700,Stim8hr,driver_antagonize,3.7515266,-0.46015286,0.0,0.0,,,,,False,,none
ANKRD42,ENSG00000137494,Stim8hr,driver_antagonize,2.9763901,-0.4623026,0.0,0.0,,,,,False,,none
ANKRD9,ENSG00000156381,Stim8hr,driver_antagonize,3.5981476,-0.5211945,0.0,0.0,,,,,False,,none
ANKZF1,ENSG00000163516,Rest,brake_agonize,5.020503,0.9296629,0.4875604996845201,0.4875604996845201,inflammatory bowel disease,neurodegenerative disease,0.54,6.0,False,0.8746700286865234,moderate
ANO10,ENSG00000160746,Stim8hr,driver_antagonize,3.3404918,-0.4719042,0.2996317938582095,0.2996317938582095,,,,,False,,moderate
ANXA7,ENSG00000138279,Stim48hr,brake_agonize,3.044737,0.43228745,0.0,0.0,,,,,False,,none
AOC2,ENSG00000131480,Stim8hr,driver_antagonize,4.179918,-0.5798904,0.0,0.0,,,,,False,,none
AP1B1,ENSG00000100280,Stim8hr,driver_antagonize,3.4337952,-0.5074921,0.0,0.0,,,,,False,,none
AP1G1,ENSG00000166747,Stim8hr,driver_antagonize,2.735475,-0.4355768,0.4226388685556605,0.4226388685556605,,,,,False,,moderate
AP1M1,ENSG00000072958,Stim8hr,brake_agonize,3.9848747,0.62537867,0.0,0.0,,,,,False,,none
AP2A1,ENSG00000196961,Stim8hr,driver_antagonize,2.8206687,-0.3667203,0.0,0.0,,,,,False,,none
AP2B1,ENSG00000006125,Rest,driver_antagonize,3.079907,-0.5066932,0.0,0.0,,,,,False,,none
AP5S1,ENSG00000125843,Stim8hr,driver_antagonize,2.8118114,-0.36075696,0.0,0.0,,,,,False,,none
APBA2,ENSG00000034053,Rest,brake_agonize,6.4246554,0.9201508,0.0,0.0,,,,,False,,none
APBB1,ENSG00000166313,Rest,brake_agonize,3.806102,0.49146047,0.0,0.0,,,,,False,,none
APBB1IP,ENSG00000077420,Rest,driver_antagonize,3.813306,-0.5159975,0.526,0.1337354299934299,Noonan syndrome,cancer,0.608,2.0,False,-0.0006242099916562438,strong
APBB3,ENSG00000113108,Stim8hr,driver_antagonize,2.815258,-0.35694718,0.0,0.0,,,,,False,,none
APIP,ENSG00000149089,Rest,brake_agonize,4.3992124,0.58784425,0.0,0.0,,,,,False,,none
APMAP,ENSG00000101474,Rest,driver_antagonize,3.2165763,-0.4602134,0.0,0.0,,,,,False,,none
APOA1,ENSG00000118137,Rest,driver_antagonize,5.0199018,-0.6874495,0.0,0.0,,,,,False,,none
APOBEC3B,ENSG00000179750,Stim48hr,brake_agonize,3.490227,0.53189796,0.0,0.0,,,,,False,,none
APOL2,ENSG00000128335,Stim8hr,brake_agonize,3.1565762,0.5026675,0.0,0.0,,,,,False,,none
APOL6,ENSG00000221963,Stim48hr,brake_agonize,4.1127973,0.65287924,0.0,0.0,,,,,False,,none
APOLD1,ENSG00000178878,Stim8hr,brake_agonize,3.6019707,0.4508815,0.0,0.0,,,,,False,,none
ARF3,ENSG00000134287,Stim8hr,driver_antagonize,2.9203138,-0.48948407,0.0,0.0,,,,,False,,none
ARF4,ENSG00000168374,Stim8hr,driver_antagonize,4.040252,-0.6556091,0.0,0.0,,,,,False,,none
ARFGEF1,ENSG00000066777,Stim8hr,brake_agonize,3.6197922,0.5864699,0.0,0.0,,,,,False,,none
ARFRP1,ENSG00000101246,Rest,brake_agonize,3.4146333,0.5047856,0.213989730470069,0.213989730470069,,,,,False,,weak
ARHGAP27,ENSG00000159314,Stim8hr,driver_antagonize,3.3985,-0.6015163,0.4928808026149677,0.4928808026149677,systemic lupus erythematosus,neurodegenerative disease,0.536,2.0,False,-0.1287499964237213,moderate
ARHGAP32,ENSG00000134909,Stim8hr,driver_antagonize,2.7262888,-0.35951015,0.4341571117955484,0.4341571117955484,,,,,False,,moderate
ARHGEF12,ENSG00000196914,Stim8hr,brake_agonize,3.1321692,0.37392566,0.0,0.0,,,,,False,,none
ARHGEF6,ENSG00000129675,Stim48hr,driver_antagonize,4.0137534,-0.60776925,0.0,0.0,,,,,False,,none
ARID1A,ENSG00000117713,Stim48hr,driver_antagonize,4.1052384,-0.6976599,0.607930797611621,0.607930797611621,,"intellectual disability, autosomal dominant 14",0.769,0.0,True,2.4598000049591064,strong
ARL3,ENSG00000138175,Stim48hr,driver_antagonize,3.4274964,-0.49434793,0.0,0.0,,,,,False,,none
ARL6,ENSG00000113966,Stim8hr,brake_agonize,2.9109375,0.44396803,0.0,0.0,,,,,False,,none
ARMC10,ENSG00000170632,Rest,driver_antagonize,3.377034,-0.40686235,0.0,0.0,,,,,False,,none
ARMC6,ENSG00000105676,Rest,brake_agonize,3.187204,0.44856548,0.0,0.0,,,,,False,,none
ARMC8,ENSG00000114098,Stim48hr,brake_agonize,5.5019197,0.9680596,0.0,0.0,,,,,False,,none
ARMCX3,ENSG00000102401,Rest,driver_antagonize,3.6186526,-0.5454627,0.0,0.0,,,,,False,,none
ARMH3,ENSG00000120029,Stim48hr,driver_antagonize,3.0512745,-0.5163898,0.0,0.0,,,,,False,,none
ARNT,ENSG00000143437,Rest,brake_agonize,3.129191,0.8835842,0.0,0.0,,,,,False,,none
ARPC1B,ENSG00000130429,Stim8hr,brake_agonize,3.5285327,0.6635081,0.0,0.0,,,,,False,,none
ARPC5L,ENSG00000136950,Stim48hr,driver_antagonize,3.6787093,-0.48789862,0.0,0.0,,,,,False,,none
ARRDC3,ENSG00000113369,Stim48hr,brake_agonize,3.1276977,0.45278338,0.0,0.0,,,,,False,,none
ARSG,ENSG00000141337,Stim8hr,driver_antagonize,3.1702602,-0.46227527,0.0,0.0,,,,,False,,none
ASCC2,ENSG00000100325,Stim8hr,driver_antagonize,2.7590194,-0.36332312,0.5230822044233556,0.5230822044233556,,,,,False,,strong
ASF1A,ENSG00000111875,Stim48hr,driver_antagonize,3.373632,-0.5257954,0.0,0.0,,,,,False,,none
ASIC3,ENSG00000213199,Stim48hr,driver_antagonize,2.8904195,-0.40594074,0.0,0.0,,,,,False,,none
ASPH,ENSG00000198363,Stim8hr,brake_agonize,3.1815767,0.40764496,0.5297346298758058,0.5297346298758058,,,,,False,,strong
ASRGL1,ENSG00000162174,Rest,driver_antagonize,3.215093,-0.4791813,0.0,0.0,,,,,False,,none
ASTL,ENSG00000188886,Stim8hr,driver_antagonize,3.6763456,-0.56769514,0.0,0.0,,,,,False,,none
ASXL1,ENSG00000171456,Rest,brake_agonize,3.3464453,0.62575203,0.4878278237184904,0.4878278237184904,,,,,False,,moderate
ATAD3A,ENSG00000197785,Rest,driver_antagonize,3.1933012,-0.5065382,0.0,0.0,,,,,False,,none
ATAD3B,ENSG00000160072,Stim48hr,driver_antagonize,3.9408221,-0.5760552,0.238856098344374,0.238856098344374,ulcerative colitis,ulcerative colitis,0.139,6.0,False,-1.798699975013733,weak
ATE1,ENSG00000107669,Stim48hr,driver_antagonize,3.2588005,-0.4071878,0.0,0.0,,,,,False,,none
ATF1,ENSG00000123268,Stim48hr,brake_agonize,2.9644961,0.3847232,0.0,0.0,,,,,False,,none
ATF4,ENSG00000128272,Stim8hr,brake_agonize,5.488117,1.4155827,0.0,0.0,,,,,False,,none
ATF7IP,ENSG00000171681,Stim48hr,brake_agonize,3.006284,0.6113343,0.0,0.0,,,,,False,,none
ATG101,ENSG00000123395,Stim8hr,brake_agonize,3.8708353,0.57820123,0.0,0.0,,,,,False,,none
ATG12,ENSG00000145782,Rest,brake_agonize,4.4131174,1.0501552,0.0,0.0,,,,,False,,none
ATG2B,ENSG00000066739,Stim48hr,driver_antagonize,3.255516,-0.5240064,0.6422269164080427,0.6422269164080427,,,,,False,,strong
ATG3,ENSG00000144848,Stim8hr,brake_agonize,2.9819293,0.37050474,0.0,0.0,,,,,False,,none
ATG9A,ENSG00000198925,Rest,brake_agonize,4.5579777,0.7224451,0.0,0.0,,,,,False,,none
ATL2,ENSG00000119787,Stim8hr,driver_antagonize,7.3940177,-1.1505307,0.0,0.0,,neurodegenerative disease,0.533,2.0,False,-0.4036099910736084,none
ATP13A1,ENSG00000105726,Stim8hr,brake_agonize,2.7658737,0.35835347,0.0,0.0,,,,,False,,none
ATP13A3,ENSG00000133657,Rest,driver_antagonize,3.1460164,-0.46347424,0.0,0.0,,,,,False,,none
ATP1B3,ENSG00000069849,Stim8hr,brake_agonize,4.7935605,0.9733266,0.0,0.0,,,,,False,,none
ATP23,ENSG00000166896,Stim8hr,driver_antagonize,3.0044172,-0.47797748,0.5356115852660913,0.5356115852660913,,,,,False,,strong
ATP2A2,ENSG00000174437,Rest,brake_agonize,3.3157375,1.6534796,0.756623221834865,0.756623221834865,,Darier disease,0.823,0.0,True,7.03410005569458,strong
ATP5F1A,ENSG00000152234,Rest,brake_agonize,5.849509,1.1215593,0.0,0.0,,,,,False,,none
ATP5F1E,ENSG00000124172,Stim8hr,driver_antagonize,3.884452,-0.6111161,0.0,0.0,,,,,False,,none
ATP5MG,ENSG00000167283,Stim8hr,driver_antagonize,3.0493152,-0.49115705,0.299007623979216,0.299007623979216,,,,,False,,moderate
ATP5PD,ENSG00000167863,Stim48hr,driver_antagonize,3.1308203,-0.47176185,0.0,0.0,,,,,False,,none
ATP5PO,ENSG00000241837,Stim8hr,driver_antagonize,3.0901608,-0.5035187,0.0,0.0,,,,,False,,none
ATP6V0E1,ENSG00000113732,Stim8hr,driver_antagonize,4.013206,-0.56141824,0.0,0.0,,,,,False,,none
ATP6V1E1,ENSG00000131100,Stim48hr,driver_antagonize,5.452674,-0.78210825,0.0,0.0,,,,,False,,none
ATP7A,ENSG00000165240,Rest,driver_antagonize,3.170124,-0.4409951,0.0,0.0,,,,,False,,none
ATP8B2,ENSG00000143515,Stim8hr,brake_agonize,3.5039256,0.49907076,0.3010174661089617,0.3010174661089617,multiple sclerosis,type 2 diabetes mellitus,0.335,2.0,False,4.551799774169922,moderate
ATP8B3,ENSG00000130270,Stim8hr,driver_antagonize,5.560114,-0.7804807,0.0,0.0,,,,,False,,none
ATP8B4,ENSG00000104043,Stim8hr,driver_antagonize,2.7358038,-0.4189969,0.0,0.0,,,,,False,,none
ATP9A,ENSG00000054793,Stim48hr,driver_antagonize,3.0870838,-0.43561092,0.0,0.0,,,,,False,,none
ATXN1L,ENSG00000224470,Rest,brake_agonize,3.4181907,0.6450706,0.0,0.0,,,,,False,,none
ATXN7L2,ENSG00000162650,Stim8hr,driver_antagonize,3.0631087,-0.5581059,0.0,0.0,,,,,False,,none
ATXN7L3,ENSG00000087152,Stim48hr,driver_antagonize,3.165897,-0.59291077,0.0,0.0,,,,,False,,none
ATXN7L3B,ENSG00000253719,Stim48hr,driver_antagonize,3.0741467,-0.39990005,0.4301394197180002,0.4301394197180002,,,,,False,,moderate
AZI2,ENSG00000163512,Stim8hr,driver_antagonize,5.010094,-0.66352063,0.0,0.0,,,,,False,,none
B3GALT4,ENSG00000235863,Stim48hr,driver_antagonize,4.10247,-0.5945644,0.0,0.0,,,,,False,,none
B3GLCT,ENSG00000187676,Stim8hr,driver_antagonize,3.1650171,-0.46788844,0.0,0.0,,,,,False,,none
B4GALT5,ENSG00000158470,Stim8hr,driver_antagonize,3.3594198,-0.5160086,0.0,0.0,,,,,False,,none
BAG1,ENSG00000107262,Stim8hr,brake_agonize,4.864802,0.8240517,0.0,0.0,,,,,False,,none
BAK1,ENSG00000030110,Stim48hr,brake_agonize,3.575149,0.48595473,0.6249054386169272,0.6249054386169272,B-cell chronic lymphocytic leukemia,B-cell chronic lymphocytic leukemia,0.451,6.0,False,1.8787000179290771,strong
BAP1,ENSG00000163930,Stim48hr,driver_antagonize,3.0585823,-0.5030069,0.0,0.0,,,,,False,,none
BATF,ENSG00000156127,Stim48hr,driver_antagonize,4.539379,-0.88347214,0.7272246224770792,0.7272246224770792,multiple sclerosis,multiple sclerosis,0.351,3.0,False,1.3217999935150146,strong
BAX,ENSG00000087088,Stim48hr,driver_antagonize,3.040632,-0.3861947,0.0,0.0,,,,,False,,none
BAZ2A,ENSG00000076108,Stim8hr,driver_antagonize,2.9356217,-0.42110586,0.0,0.0,,,,,False,,none
BBS1,ENSG00000174483,Stim48hr,driver_antagonize,3.957833,-0.56102645,0.0,0.0,,,,,False,,none
BBS12,ENSG00000181004,Rest,brake_agonize,5.4246364,0.69059944,0.3583242380968519,0.3583242380968519,,Bardet-Biedl syndrome 12,0.826,7.0,False,1.5921000242233276,moderate
BBS2,ENSG00000125124,Stim48hr,driver_antagonize,3.6002278,-0.4914523,0.0,0.0,,,,,False,,none
BBS7,ENSG00000138686,Rest,brake_agonize,3.9124465,0.52338547,0.5877399562979599,0.5877399562979599,,Bardet-Biedl syndrome 7,0.815,2.0,False,1.7963000535964966,strong
BCAS4,ENSG00000124243,Stim48hr,driver_antagonize,3.7236345,-0.5528631,0.0,0.0,,,,,False,,none
BCL3,ENSG00000069399,Stim8hr,driver_antagonize,5.829269,-0.9971621,0.4349025024089039,0.4349025024089039,,neurodegenerative disease,0.448,2.0,False,-0.9457200169563293,moderate
BCL7A,ENSG00000110987,Stim8hr,driver_antagonize,3.3751624,-0.5104367,0.0,0.0,,,,,False,,none
BCL7C,ENSG00000099385,Stim8hr,driver_antagonize,3.3470602,-0.5404945,0.0,0.0,,,,,False,,none
BCL9,ENSG00000116128,Stim8hr,driver_antagonize,5.2846284,-0.808521,0.0,0.0,,,,,False,,none
BCORL1,ENSG00000085185,Rest,driver_antagonize,4.060495,-0.5105886,0.0,0.0,,,,,False,,none
BEGAIN,ENSG00000183092,Stim48hr,driver_antagonize,4.252887,-0.6058143,0.0,0.0,,,,,False,,none
BET1L,ENSG00000177951,Stim8hr,driver_antagonize,2.841693,-0.42991093,0.0,0.0,,,,,False,,none
BLOC1S5,ENSG00000188428,Stim8hr,driver_antagonize,3.1948063,-0.45594797,0.0,0.0,,,,,False,,none
BLVRB,ENSG00000090013,Stim8hr,driver_antagonize,3.1148202,-0.4025896,0.0,0.0,,,,,False,,none
BMAL2,ENSG00000029153,Rest,driver_antagonize,3.2049685,-0.41150963,0.0,0.0,,,,,False,,none
BOD1,ENSG00000145919,Stim8hr,driver_antagonize,3.7700412,-0.5380556,0.0,0.0,,,,,False,,none
BORCS6,ENSG00000196544,Stim8hr,driver_antagonize,3.6481903,-0.59068316,0.0,0.0,,,,,False,,none
BRAT1,ENSG00000106009,Stim8hr,driver_antagonize,3.2973163,-0.5112967,0.0,0.0,,,,,False,,none
BRD1,ENSG00000100425,Stim48hr,driver_antagonize,4.4628444,-0.8361933,0.436045421066851,0.436045421066851,ankylosing spondylitis,synovium disorder,0.213,0.0,True,3.4993999004364014,moderate
BRD4,ENSG00000141867,Stim8hr,brake_agonize,3.196986,0.4240583,0.0,0.0,,,,,False,,none
BRI3BP,ENSG00000184992,Stim8hr,brake_agonize,3.6462433,0.57202196,0.0,0.0,,,,,False,,none
BRK1,ENSG00000254999,Stim8hr,driver_antagonize,3.7039502,-0.65649974,0.0,0.0,,,,,False,,none
BRPF1,ENSG00000156983,Stim48hr,driver_antagonize,2.9107697,-0.55376977,0.2378326077779336,0.2378326077779336,,,,,False,,weak
BRWD1,ENSG00000185658,Rest,brake_agonize,3.7609994,0.64902014,0.0,0.0,,,,,False,,none
BSPRY,ENSG00000119411,Stim8hr,brake_agonize,3.346133,0.5062362,0.0,0.0,,,,,False,,none
BTAF1,ENSG00000095564,Stim48hr,driver_antagonize,4.23661,-1.0205412,0.0,0.0,,,,,False,,none
BTBD1,ENSG00000064726,Rest,driver_antagonize,3.4369206,-0.4692442,0.0,0.0,,,,,False,,none
BTBD3,ENSG00000132640,Rest,driver_antagonize,3.177106,-0.51316357,0.6594809765447965,0.6594809765447965,,,,,False,,strong
BTG2,ENSG00000159388,Rest,brake_agonize,4.2690816,0.55800015,0.0,0.0,,,,,False,,none
BTG3,ENSG00000154640,Stim8hr,brake_agonize,2.93917,0.3960277,0.0,0.0,,,,,False,,none
BTN3A3,ENSG00000111801,Stim8hr,brake_agonize,3.740389,0.5458004,0.0,0.0,,,,,False,,none
BTRC,ENSG00000166167,Stim48hr,driver_antagonize,3.3400912,-0.5536459,0.0,0.0,,,,,False,,none
C10orf88,ENSG00000119965,Rest,brake_agonize,3.2374663,0.47717765,0.0,0.0,,,,,False,,none
C11orf21,ENSG00000110665,Stim48hr,driver_antagonize,3.253671,-0.50072837,0.0,0.0,,,,,False,,none
C11orf54,ENSG00000182919,Stim8hr,brake_agonize,3.5420184,0.62404376,0.0,0.0,,,,,False,,none
C15orf48,ENSG00000166920,Stim48hr,driver_antagonize,3.2181892,-0.49629307,0.0,0.0,,,,,False,,none
C16orf87,ENSG00000155330,Stim48hr,brake_agonize,3.8061433,0.7319784,0.0,0.0,,,,,False,,none
C18orf32,ENSG00000177576,Stim8hr,brake_agonize,3.856007,0.66122454,0.0,0.0,,,,,False,,none
C1GALT1C1,ENSG00000171155,Stim48hr,brake_agonize,2.9509084,0.3600093,0.140588749233783,0.140588749233783,,,,,False,,weak
C1R,ENSG00000159403,Stim48hr,driver_antagonize,3.1162813,-0.3544345,0.7599134970145264,0.7599134970145264,,,,,False,,strong
C1orf122,ENSG00000197982,Stim8hr,driver_antagonize,4.7782497,-0.7058533,0.1903670781373236,0.1903670781373236,systemic lupus erythematosus,neurodegenerative disease,0.351,9.0,False,-0.7724499702453613,weak
C1orf174,ENSG00000198912,Stim8hr,brake_agonize,2.8434768,0.3677255,0.4784676359587069,0.4784676359587069,,,,,False,,moderate
C1orf198,ENSG00000119280,Rest,driver_antagonize,4.2787786,-0.63174814,0.0,0.0,,,,,False,,none
C1orf216,ENSG00000142686,Stim8hr,driver_antagonize,5.5899806,-0.83182603,0.0,0.0,,,,,False,,none
C1orf74,ENSG00000162757,Stim8hr,driver_antagonize,3.7743733,-0.6270718,0.0,0.0,,,,,False,,none
C2CD4D,ENSG00000225556,Stim48hr,driver_antagonize,3.6192348,-0.5162142,0.0,0.0,,,,,False,,none
